CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40376121,CHARLIE'S MOM CHINESE RESTAURANT,MANHATTAN,464,6 AVENUE,10011,2128078585,Chinese,11/12/2013,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
40383825,RUSSIAN SAMOVAR,MANHATTAN,256,WEST   52 STREET,10019,2127570168,Russian,05/03/2014,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,47,,,05/21/2016,Cycle Inspection / Initial Inspection
41722445,BIBLIO,BROOKLYN,149,NORTH    6 STREET,11249,7183848200,American,04/17/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,04/17/2014,05/21/2016,Cycle Inspection / Re-inspection
50018010,PANDORA,BRONX,2501,3RD AVE,10451,6467042605,American,01/19/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Trans Fat / Initial Inspection
41060783,BEST OF THE BEST DELICATESSEN,MANHATTAN,11,PARK PLACE,10007,2126194266,Delicatessen,11/20/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,12,A,11/20/2014,05/21/2016,Cycle Inspection / Initial Inspection
41494286,BANH MI SAIGON BAKERY,MANHATTAN,198,GRAND STREET,10013,2129411541,Vietnamese/Cambodian/Malaysia,10/23/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,10/23/2014,05/21/2016,Cycle Inspection / Re-inspection
50006799,ALFREDO 100,MANHATTAN,7,E 54TH ST,10022,8608407947,Italian,04/13/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,05/21/2016,Cycle Inspection / Initial Inspection
41192004,JUGOS PRONTITO Y ALGO MAS,QUEENS,9002,43 AVENUE,11373,3475564950,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/26/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
41621317,GRACE KITCHEN,QUEENS,11156,VAN WYCK EXPRESSWAY,11420,7185295850,Chinese,03/05/2014,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches present in facility's food and/or non-food areas.,Critical,42,,,05/21/2016,Cycle Inspection / Initial Inspection
50015982,THE ATRIUM @ BROOKLYN BOTANIC GARDEN,BROOKLYN,1000,WASHINGTON AVE,11225,7186237277,American,03/04/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,03/04/2015,05/21/2016,Pre-permit (Operational) / Initial Inspection
41634185,EMPELLON COCINA,MANHATTAN,105,1 AVENUE,10003,2127800999,Mexican,05/16/2016,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,Z,05/16/2016,05/21/2016,Cycle Inspection / Reopening Inspection
41524804,MASAKARI JAPANESE FUSION,BROOKLYN,1631,SHEEPSHEAD BAY ROAD,11235,7183323899,Japanese,03/10/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,03/10/2014,05/21/2016,Cycle Inspection / Re-inspection
41695054,CASA VERDE,STATEN ISLAND,3471,RICHMOND ROAD,10306,7189838344,Pizza/Italian,10/24/2013,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,36,,,05/21/2016,Cycle Inspection / Initial Inspection
50000157,HILO,MANHATTAN,675,HUDSON ST,10014,2128374700,American,05/03/2014,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,32,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41626037,NO FUN,MANHATTAN,161,LUDLOW STREET,10002,2124771616,Tapas,11/26/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/26/2013,05/21/2016,Cycle Inspection / Re-inspection
40545820,JP'S BAR,BROOKLYN,2953,GRAVESEND NECK ROAD,11229,7186469471,American,11/20/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,B,11/20/2014,05/21/2016,Cycle Inspection / Re-inspection
41064863,MCDONALD'S,BRONX,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,09/25/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,09/25/2013,05/21/2016,Cycle Inspection / Initial Inspection
41678866,GOLDEN CITY,MANHATTAN,2545,AMSTERDAM AVENUE,10033,2127811979,Chinese,03/14/2013,Establishment re-opened by DOHMH,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,,,05/21/2016,Pre-permit (Operational) / Reopening Inspection
41689690,ANNIES FIRST WOK RESTAURANT,BROOKLYN,155,YORK STREET,11201,7188524383,Chinese,06/23/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,06/23/2014,05/21/2016,Cycle Inspection / Re-inspection
41710527,JUST SALAD,MANHATTAN,321,WEST   49 STREET,10019,2122441111,Salads,08/26/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
41633674,KAIETEUR RESTAURANT & BAKERY,QUEENS,8808,183 STREET,11423,7185266251,Caribbean,04/29/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A,04/29/2013,05/21/2016,Cycle Inspection / Re-inspection
41349101,JOE'S PIZZA,BROOKLYN,259,PROSPECT PARK WEST,11215,7189653433,Pizza,09/13/2014,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
40386425,Tasty's,QUEENS,5802,MYRTLE AVENUE,11385,7184560954,American,07/20/2015,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
50008169,ROOM 55,QUEENS,7501,88TH ST,11385,7188970055,American,02/06/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,A,02/06/2016,05/21/2016,Cycle Inspection / Re-inspection
41666659,THE COFFEE BEAN & TEA LEAF,MANHATTAN,405,PARK AVENUE,10022,2123553798,CafÃ©/Coffee/Tea,03/29/2013,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,03/29/2013,05/21/2016,Pre-permit (Operational) / Re-inspection
41715309,LUCCHESE FOOD SERVICE,BRONX,515,EAST FORDHAM ROAD,10458,7184304972,American,08/26/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,,,05/21/2016,Cycle Inspection / Initial Inspection
41643561,JERUSALEM CAFE,MANHATTAN,35,WEST   36 STREET,10018,2123981475,Jewish/Kosher,12/21/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,A,12/21/2012,05/21/2016,Cycle Inspection / Re-inspection
40398045,MIKES PIZZA,MANHATTAN,415,SECOND AVENUE,10010,2125325196,Pizza/Italian,08/26/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,11,A,08/26/2015,05/21/2016,Cycle Inspection / Re-inspection
41450562,MATISSE,MANHATTAN,924,2 AVENUE,10022,2125469300,French,10/05/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,B,10/05/2015,05/21/2016,Cycle Inspection / Re-inspection
41183278,HOT BAR COLD BAR,QUEENS,0,LAGUARDIA AIRPORT,11369,7184245693,American,07/31/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/21/2016,Administrative Miscellaneous / Initial Inspection
41326351,BRASSERIE COGNAC,MANHATTAN,1740,BROADWAY,10019,2127573600,French,12/12/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,05/21/2016,Cycle Inspection / Initial Inspection
41562680,DUNKIN' DONUTS,QUEENS,16525,LIBERTY AVENUE,11433,7187392284,American,08/21/2013,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,,,05/21/2016,Cycle Inspection / Initial Inspection
41558986,CAFE 232,BROOKLYN,232,TAAFFE PLACE,11205,7186381750,Korean,10/22/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,10/22/2014,05/21/2016,Cycle Inspection / Initial Inspection
41524468,STARBUCKS,MANHATTAN,1491,LEXINGTON AVENUE,10029,2123690313,CafÃ©/Coffee/Tea,01/20/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,01/20/2016,05/21/2016,Cycle Inspection / Initial Inspection
40728711,BURGER KING,QUEENS,9202,ATLANTIC AVENUE,11416,7188458710,Hamburgers,06/02/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
50008451,LAS JAROCHITAS RESTAURANT,QUEENS,8626,ROOSEVELT AVE,11372,3478635010,Spanish,03/19/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,,,05/21/2016,Cycle Inspection / Initial Inspection
50007097,MOON LIGHT  GRILL,QUEENS,9181,111TH ST,11418,7184873648,Indian,11/21/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,,,05/21/2016,Cycle Inspection / Initial Inspection
