BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
DAYIB CAFE,,ABDULLAH FARAH ANSHUR,ABDULLAH FARAH ANSHUR,,22700,02/13/2012 12:56:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/09/2008 01:30:43 PM,14-4-202.11,*,Food Contact Surfaces Design,05/09/2008 03:26:09 PM,Pass,2008-05-09 15:26:09,remove all rusted shelving/racks,722   Shawmut AV,Roxbury,MA,02119,157649,"(42.332783, -71.083221)"
The Kitchen,,POCKEL JEANNE C TRSTS,Herritt,Scott,79722,06/13/2012 10:16:32 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,04/02/2014 02:16:08 PM,20-4-703.11,***,Food Contact Surfaces Clean,04/02/2014 02:16:08 PM,Fail,,Low temp dish machine 0 PPM  Ware washing will be performed in 3 bay sink.,560   Tremont ST,Roxbury,MA,02118,137658,"(42.34363, -71.07176)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,12/18/2012 11:47:43 AM,15-4-202.16,*,Non-Food Contact Surfaces,12/18/2012 11:47:43 AM,Pass,2012-12-18 15:27:27,Remove linen cloths from are refrig. units,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Mehak Restaurant,,DE PASQUALE RONALD,Akram,Mohammad,33626,02/29/2012 12:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,06/16/2011 02:17:13 PM,41-7-207-09.11,***,Medicines  FirstAid Storage,06/16/2011 02:17:13 PM,Pass,2011-06-17 08:33:40,Medicine and other creams and lotions being stored in the kitchen- Remove and relocate,329   Sumner ST,East Boston,MA,02128,132398,"(42.36711, -71.03607)"
Brighams & Womens Hospital - Tower Cafe,,AU BON PAIN CO  INC. #508 (LAURA),Langill BWH CFSD,Susan,18544,02/08/2012 05:33:24 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,,17-4-204.112/.115,*,Equipment Thermometers,06/04/2007 12:00:00 AM,,,replace defective gauge at dishmachine.,75   FRANCIS ST,Boston,MA,02115,158148,"(42.336106, -71.10748)"
DAYIB CAFE,,ABDULLAH FARAH ANSHUR,ABDULLAH FARAH ANSHUR,,22700,02/13/2012 12:56:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/23/2015 11:39:55 AM,08-3-302.11/3-304.11,***,Separation  Segregation Cross Contamination,07/23/2015 11:39:55 AM,Fail,,properly store all raw foods on the bottom of reachin...,722   Shawmut AV,Roxbury,MA,02119,157649,"(42.332783, -71.083221)"
IPIZZA AND GRILL,,,Khalid Salih,,124147,11/29/2013 09:47:37 AM,12/31/2015 11:59:00 PM,Inactive,FS,Eating & Drinking,HE_Pass,04/23/2015 11:23:38 AM,42-6-501.113/.114,*,Premises Maintained,04/23/2015 11:23:38 AM,Pass,2015-04-24 08:32:15,Near the bathroom door  provide better storage of employees personal beloingings. Do not store so close to supplies.,283   Old Colony AV,South Boston,MA,02127,105086,"(42.33032, -71.05288)"
McDonald's,,CHIN VERN & CAROL,CHIN,VERN & CAROL,19210,01/10/2012 11:28:49 AM,12/31/2015 11:59:00 PM,Inactive,FT,Eating & Drinking w/ Take Out,HE_Pass,04/05/2010 10:08:52 AM,32-6-501.11-.12/6-202.14,*,Toilet Enclosed Clean,04/05/2010 10:08:52 AM,Pass,2010-04-06 08:03:26,Provide cover for barrel in rest room.,702  Washington St,Boston,MA,02111,155789,"(42.351037, -71.06269)"
McDonald's,,CHIN VERN & CAROL,CHIN,VERN & CAROL,19210,01/10/2012 11:28:49 AM,12/31/2015 11:59:00 PM,Inactive,FT,Eating & Drinking w/ Take Out,HE_Pass,08/01/2011 11:07:43 AM,41-7-102.11,***,Labeled  Common Name,08/01/2011 11:07:43 AM,Pass,2011-08-02 07:15:21,Label all plastic spray bottles.,702  Washington St,Boston,MA,02111,155789,"(42.351037, -71.06269)"
Minina's Cafe,,ROSA JOSE TS,Jose Rosa,,74391,02/01/2012 01:10:59 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,07/01/2011 02:37:51 PM,03-3-501.16(A),***,Cold Holding,07/01/2011 02:37:51 PM,Pass,2011-07-05 07:51:58,Raw eggs being left out at room temperature. Discontinue and ensure all potentially hazardous foods are maintained at 41F and below. PIC removed and placed eggs in a refrigerator to ensure no bacterial growth.,430   Geneva AV,Dorchester,MA,02122,63341,"(42.30059, -71.06637)"
Mehak Restaurant,,DE PASQUALE RONALD,Akram,Mohammad,33626,02/29/2012 12:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,06/12/2012 02:31:53 PM,15-4-202.16,*,Non-Food Contact Surfaces,06/12/2012 02:31:53 PM,Pass,2012-06-13 08:50:56,remove tin foil from cooking equioment. remove ice buildup from freezer.,329   Sumner ST,East Boston,MA,02128,132398,"(42.36711, -71.03607)"
Burger King,,,MASTORAN CORP.,,19935,12/16/2011 09:50:24 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,03/29/2013 02:17:19 PM,42-6-501.113/.114,*,Premises Maintained,03/29/2013 02:17:19 PM,Pass,2013-03-29 15:01:43,provide better storaqe of employees personal belongings.,944   Bennington ST,East Boston,MA,02128,155885,"(42.386166, -71.00953)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,04/24/2008 11:14:21 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,04/25/2008 08:34:14 AM,Pass,2008-04-25 08:34:14,Worn floor area under soup vats.Work order present-ok,138   ST JAMES  AV,BOSTON,MA,02116,,
P S Gourmet Coffee,,,PS Gourmet Coffee Inc.,James E. Fallon,75947,06/13/2012 10:03:40 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08/10/2015 02:08:48 PM,08-3-305-307.11,*,Food Protection,08/10/2015 02:08:48 PM,Fail,,Bags of ice observed being stored on the ground of the walk-in freezer. Discontinue and store all foods elevated at least 6 inches off the ground.,758   Adams ST,Dorchester,MA,02121,158263,"(42.283805, -71.055331)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,01/29/2009 10:18:24 AM,16-4-501.11/.15,*,Dishwashng Facilities,01/29/2009 03:12:00 PM,Pass,2009-01-29 15:12:00,Low temperature gloss washer at Oak room bar not functioning properly. Unit has been consistently Malfunctioning (on initial inspections).Recommend replacing unit. (Staff have consistently shown insufficient Knowledge on how unit operates).,138   ST JAMES  AV,BOSTON,MA,02116,,
EL PENOL RESTAURANT,,,MIGUEL A. MEDINA BALBIN,,23581,12/29/2011 09:39:51 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,03/11/2013 12:24:01 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,03/11/2013 12:24:01 PM,Fail,,clean exterior of bulk foods containers located in basement,54   Bennington ST,East Boston,MA,02128,156292,"(42.375798, -71.037101)"
MIAMI RESTAURANT,,,JUAN A. REYES,,21019,01/05/2012 10:56:50 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,05/15/2012 02:33:45 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,05/15/2012 02:33:45 PM,Fail,,Panini Machine is heavily soiled - clean as discussed Meat slicer has some old foods still underneath the blade - when cleaning  cover and arm can come completely off.Submerge into the three bay sink and then follow the procedures as discussed,381   Centre ST,Jamaica Plain,MA,02130,158224,"(42.322337, -71.10927)"
DOLCE VITA (1696 Comm. Ave.),,,Mario & Marilda Kocibelli,,77591,06/13/2012 01:08:44 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,09/27/2013 10:15:16 AM,29-5-201/02.11,*,Installed and Maintained,09/27/2013 10:15:16 AM,Fail,,Cold water faucet at hand sink in back preparation room not oeprating properly. Address and repair if necessary.,1696   Commonwealth AV,Brighton,MA,02135,163787,"(42.341247, -71.146504)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,03/18/2013 09:58:25 AM,13-2-304/402.11,*,Clean Cloths  Hair Restraint,03/18/2013 09:58:25 AM,Pass,2013-03-18 15:38:50,Not all staff with hair restraints. Provide,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Mehak Restaurant,,DE PASQUALE RONALD,Akram,Mohammad,33626,02/29/2012 12:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/01/2013 10:36:25 AM,08-3-305-307.11,*,Food Protection,05/01/2013 10:36:25 AM,Pass,2013-05-03 08:12:33,keep all supplies at least 6 inches off floor area in basement.,329   Sumner ST,East Boston,MA,02128,132398,"(42.36711, -71.03607)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,10/09/2013 11:46:42 AM,17-4-204.112/.115,*,Equipment Thermometers,10/09/2013 11:46:42 AM,Fail,,Provide working thermometer to hot holing cabinet.,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,01/11/2013 03:01:38 PM,40-6-305.11,*,Dressing Rooms Clean/Lockers Provided,01/11/2013 03:01:38 PM,Pass,2013-01-15 08:45:56,,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
SULTAN'S KITCHEN,,STATE ENTERPRISES LIMITED PA,OZCAN OZAN,,22884,02/06/2012 10:58:13 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,02/27/2009 10:17:14 AM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,03/03/2009 08:12:16 AM,Fail,,Keep wiping cloths in sanitizer.,112   State ST,Boston,MA,02109,130370,"(42.359299, -71.054864)"
LOLLICUP TEA ZONE,,PETER LUU  PRES.,LONG JIANG,,22229,02/14/2012 12:48:34 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,01/09/2014 02:39:59 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,01/09/2014 02:39:59 PM,Pass,2014-01-10 08:15:14,Floor under fryer with excess grease and debris. Clean to remove.,1   Brighton AV,Allston,MA,02134,157732,"(42.352411, -71.125329)"
Regina Pizza of Allston,,,Regina Pizza of Allston L L C,,68183,01/31/2012 02:16:51 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,06/28/2013 11:03:06 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,06/28/2013 11:03:06 AM,Pass,2013-07-01 08:50:45,BASEMENT STOREROOM -clean white shelves of built-up soil-,353   Cambridge ST,Brighton,MA,02134,157036,"(42.356111, -71.132629)"
DAYIB CAFE,,ABDULLAH FARAH ANSHUR,ABDULLAH FARAH ANSHUR,,22700,02/13/2012 12:56:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/25/2010 10:40:44 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,03/25/2010 10:40:44 AM,Fail,,Clean storage shelving in ware washing area.,722   Shawmut AV,Roxbury,MA,02119,157649,"(42.332783, -71.083221)"
Brighams & Womens Hospital - Tower Cafe,,AU BON PAIN CO  INC. #508 (LAURA),Langill BWH CFSD,Susan,18544,02/08/2012 05:33:24 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/01/2008 11:08:04 AM,22-4-601/602.11,**,Food Contact Surfaces Clean,02/05/2008 09:57:50 AM,Pass,2008-02-05 09:57:50,Using cloth towels to dry patient tays.Using same(wet) cloth to moisten hands then handle items to go on patient trays.,75   FRANCIS ST,Boston,MA,02115,158148,"(42.336106, -71.10748)"
Anshur Restauruant,,REARDON THOMAS B,Anshur,Abdullah F.,31241,02/08/2012 03:13:24 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,10/27/2015 08:36:19 AM,590.009(E),*,Anti-Choking,10/27/2015 08:36:19 AM,Pass,2015-10-28 08:55:27,,291   Roxbury ST,Roxbury,MA,02119,119179,"(42.33041, -71.0943)"
DAYIB CAFE,,ABDULLAH FARAH ANSHUR,ABDULLAH FARAH ANSHUR,,22700,02/13/2012 12:56:03 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,05/22/2009 10:21:53 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,05/22/2009 03:07:44 PM,Pass,2009-05-22 15:07:44,storage room near restroom/replace/repair worn floor and clean kitchen/clean floor area under around and behind all equipment/remove grime build up from behind ovens,722   Shawmut AV,Roxbury,MA,02119,157649,"(42.332783, -71.083221)"
SULLY'S PUB,,SULLIVAN JOHN,SULLIVAN,JOHN,18892,01/10/2012 12:05:50 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,07/02/2012 11:52:16 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,07/02/2012 11:52:16 AM,Fail,,Clean walls and ceiling in walk in,85   Main ST,Charlestown,MA,02129,88685,"(42.373922, -71.062762)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,03/05/2010 02:18:08 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,03/05/2010 02:18:08 PM,Fail,,Fan cover of basement walk-in and first floor refrigerator visibly soiled. Clean to remove. Interior of upright Jordon refrigerator heavily soiled and with food debris. Clean to remove. Shelves where pots and pans are air dryed with cacked on foods. Clean to remove. Handles of upright freezer and refrigerator with cacked on foods. Clean to remove. Exteriors of flour bins in basement visibly soiled. Clean to remove.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
RISTORANTE EUNO,,REGNETTA LEIZE,RISTORANTE,EUNO,20538,02/13/2012 02:19:04 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/04/2011 08:42:45 AM,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,04/04/2011 08:42:45 AM,Pass,2011-04-04 09:14:14,clean ceiling of dust in walk-in,119   Salem ST,Boston,MA,02113,121721,"(42.364531, -71.055371)"
MIAMI RESTAURANT,,,JUAN A. REYES,,21019,01/05/2012 10:56:50 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/19/2009 10:45:55 AM,17-4-204.112/.115,*,Equipment Thermometers,06/19/2009 02:51:45 PM,Fail,,No thermometer in glass refrigerator,381   Centre ST,Jamaica Plain,MA,02130,158224,"(42.322337, -71.10927)"
Back Bay Social Club,,DHANDA 867 BOYLSTON ST LPS,c/o Lyons Group,,68305,02/08/2012 07:50:46 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_NotReq,12/30/2012 12:00:00 AM,,,,,,,,867   Boylston ST,Boston,MA,02116,18414,"(42.34874, -71.083445)"
P S Gourmet Coffee,,,PS Gourmet Coffee Inc.,James E. Fallon,75947,06/13/2012 10:03:40 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,08/10/2015 02:08:48 PM,17-4-302.14,*,Test Kit Provided,08/10/2015 02:08:48 PM,Fail,,Test kit for the 3 bay sink appears to be water damaged. Replace in order to provide an accurate reading for the sanitizer.,758   Adams ST,Dorchester,MA,02121,158263,"(42.283805, -71.055331)"
Dot 2 Dot Cafe,,BERTUCCI JOHN E TRST,Henry-Garrett,Karen,28291,01/24/2012 09:58:41 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,06/22/2010 02:59:48 PM,03-3-501.16(A),***,Cold Holding,06/22/2010 02:59:48 PM,Pass,2010-06-23 08:26:07,properly maintain all eggs and egg mix at 41f.....,1735   Dorchester AV,Dorchester,MA,02124,48397,"(42.29105, -71.06302)"
Langham Hotel (Chuan Body & Soul),,,Pacific Boston Holdings Corp.,,30021,01/11/2012 08:54:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_NotReq,,,,,,,,,250   Franklin ST,Boston,Ma,02110,,
Subway,,CATALDO JOHN M JR,Patel,Jitendra,98011,09/30/2013 09:43:36 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_NotReq,12/30/2013 12:00:00 AM,,,,,,,,13   William C Kelly SQ,East Boston,MA,02128,151119,"(42.374597, -71.038799)"
UPTOWN CAFE,,,GARY FORZIATI,,23109,12/14/2011 11:10:59 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/08/2011 11:04:06 AM,14-4-202.11,*,Food Contact Surfaces Design,03/08/2011 11:04:06 AM,Fail,,Replace worn and stained cutting  boards  on cold unit in kitchen,116   CAMBRIDGE,BOSTON,MA,02114,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,12/18/2012 11:47:43 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,12/18/2012 11:47:43 AM,Fail,,Clean exterior of bulk food containers,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,05/13/2014 02:44:23 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,05/13/2014 02:44:23 PM,Fail,,Clean floor under  around and behind cooking equipment.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Aramark at Houghton Mifflin,,TWO TWENTY TWO BERKELEY,ARAMARK,C/O JARED LESSARD,24693,02/15/2012 01:55:00 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,09/21/2015 12:01:26 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,09/21/2015 12:01:26 PM,Pass,2015-09-21 15:10:01,clean floor area behind coffee station and display case,222   Berkeley ST,Boston,MA,02116,15007,"(42.35084, -71.07311)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/13/2011 01:52:59 PM,42-6-501.113/.114,*,Premises Maintained,01/13/2011 01:52:59 PM,Fail,,Small canisters of oil stored on same shelf as dry goods. Discontinue and store appropriately.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Brighams & Womens Hospital - Tower Cafe,,AU BON PAIN CO  INC. #508 (LAURA),Langill BWH CFSD,Susan,18544,02/08/2012 05:33:24 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/25/2010 08:19:45 AM,08-3-302.11/3-304.11,***,Separation  Segregation Cross Contamination,02/25/2010 08:19:45 AM,Pass,2010-02-25 08:25:57,1) Raw Chicken sitting over raw whole beef and fish  store raw chicken below,75   FRANCIS ST,Boston,MA,02115,158148,"(42.336106, -71.10748)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/12/2014 08:31:04 AM,29-5-201/02.11,*,Installed and Maintained,11/12/2014 08:31:04 AM,Fail,,Leaky pipe below ware washing sink  repair.,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
Morgan Lewis & Bockius LLP,Flik International,JAMESTOWN ONE FEDERAL LP,Flik International,Peter Molloy,29909,02/29/2012 12:02:02 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,02/14/2012 12:08:38 PM,,,,,,,,1   Federal ST,Boston,MA,02110,57149,"(42.3561, -71.05695)"
WINDY CITY AT ADAMS VILLAGE,,BAYTURK MUZAFFER,BAYTURK MUZAFFER,,19800,02/13/2012 10:40:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,12/09/2009 02:01:40 PM,08-3-305-307.11,*,Food Protection,12/09/2009 02:01:40 PM,Pass,2009-12-10 08:11:48,keep food off floor,516   Gallivan BL,Dorchester,MA,02124,156552,"(42.282928, -71.055559)"
COPLEY PLAZA HOTEL,,DALEY,DALEY,JAMES,18878,02/21/2012 10:53:44 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,08/14/2013 10:48:35 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,08/14/2013 10:48:35 AM,Pass,2013-08-15 07:10:38,Vents of cooking line with carbon build up and dusts  clean to remove,138   ST JAMES  AV,BOSTON,MA,02116,,
Regina Pizza of Allston,,,Regina Pizza of Allston L L C,,68183,01/31/2012 02:16:51 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,02/28/2012 01:09:13 PM,41-7-102.11,***,Labeled  Common Name,02/28/2012 01:09:13 PM,Fail,,Chemical spray bottles with no labels. Provide.,353   Cambridge ST,Brighton,MA,02134,157036,"(42.356111, -71.132629)"
Lanta Asian Cuisine,,,Yee Yang,J & Y Enterperises Inc.,84979,01/03/2013 03:06:25 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,07/16/2015 01:59:04 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,07/16/2015 01:59:04 PM,Fail,,Floors are worn  uneven allowing for standing water / Refinish floors to provide a smooth  non-porous  durable and easily cleanable surface.,38   Batterymarch ST,Boston,MA,02110,157539,"(42.357589, -71.053939)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_NotReq,12/30/2013 12:00:00 AM,,,,,,,,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
Yamato II,,,Jiang,Ming,137896,06/30/2015 08:46:46 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,06/24/2015 02:52:27 PM,02-3-602.11-.12/3-302.12,*,Food Container Labels,06/24/2015 02:52:27 PM,Fail,,Bulk food items containers without proper labels. Provide.,545  Boylston St,Boston,MA,02116,193086,"(42.35081, -71.07581)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,03/24/2011 11:08:09 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,03/24/2011 11:08:09 AM,Pass,2011-03-25 07:51:12,Clean cooking vent hood.,117   EAST BERKELEY,BOSTON,MA,02118,,
BUKHARA INDIAN BISTRO,,BRUCE THERESA,AMRIK SINGH PABLA,,21016,01/12/2012 03:33:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,04/08/2015 02:14:22 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,04/08/2015 02:14:22 PM,Pass,2015-04-08 15:44:15,Clean floor in kitchen and basment under and behind cooking equipment. Visibly soiled.  Clean floor in walk in shelves.,701   Centre ST,Jamaica Plain,MA,02130,28172,"(42.31159, -71.11461)"
MCKENNA'S CAFE,,KENNETH OSHEROW  PRES.,KENNETH OSHEROW PRES.,,23628,12/28/2011 09:11:33 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/27/2012 10:43:22 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,12/27/2012 10:43:22 AM,Fail,,In kitchen and basement exterior of coffin style freezer soiled. Clean In kitchen and basement exterior of refrigerators soiled. Clean In kitchen exterior of bulk food containers soiled. Clean In basement exterior of ice machine soiled. Clean,109   Savin Hill AV,Dorchester,MA,02125,156864,"(42.311515, -71.05382)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/18/2012 11:07:29 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,12/18/2012 11:07:29 AM,Fail,,Sea grill -clean interior of reach iris and fry cabinet.s,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
