ADDRESS,OPERATION NAME,DATE OF INSPECTION,VIOLATION ITEM,VIOLATION DESCRIPTION,CRITICAL VIOLATION,TOTAL # CRITICAL VIOLATIONS,TOTAL # CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY CODE,FACILITY ADDRESS,FACILITY CITY,FACILITY POSTAL ZIPCODE,NYSDOH GAZETTEER (1980),FACILITY MUNICIPALITY,PERMIT EXPIRATION DATE,FOOD SERVICE TYPE,FOOD SERVICE DESCRIPTION,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FS FACILITY STATE,LATITUDE,LONGITUDE
"68 WEST MAIN STREET,  CAMBRIDGE",JAY'S PIZZERIA/Inactive,03/03/2010,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,1,0,12,Glens Falls District Office,WASHINGTON,57-AA12   ,68 WEST MAIN STREET,CAMBRIDGE,12816    ,572101,WHITE C,,Food Service Establishment,Food Service Establishment,,,DARFLER,JASON,537990,Inspection,,NY,,
"232 NORTH SHORE ROAD,  HADLEY",OLD TRAIL INN/Inactive,09/02/2010,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,18,Glens Falls District Office,SARATOGA,45-AA96   ,232 NORTH SHORE ROAD,HADLEY,12835    ,455500,EDINBURG,12/31/2014,Food Service Establishment,Food Service Establishment,,LAKEVIEW EDINBURG CORP., POPP,SUSAN,332954,Inspection,,NY,43.229299,-74.090303
"17 MAIN STREET,  BALLSTON LAKE","CARNEY'S RESTAURANT, INC./Inactive",11/02/2010,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,15,Glens Falls District Office,SARATOGA,45-AA05   ,17 MAIN STREET,BALLSTON LAKE,12019    ,455000,BALLSTON,,Food Service Establishment,Restaurant,,,,,332084,Inspection,,NY,,
"229 UNION AVENUE,  NEW ROCHELLE",TIO BERNA/Dormant/Inactive,02/20/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,2,0,7,Westchester County,WESTCHESTER,01-N342-A ,229 UNION AVENUE,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,01/31/2014,Food Service Establishment,Food Service Establishment,,TIO BERNA LLC,TIO BERNA LLC, ,790250,Inspection,,NY,40.909405,-73.79487
"57 KENSICO ROAD,  THORNWOOD",PAPA RRASI PIZZA & PASTA/Inactive,12/12/2012,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,6,Westchester County,WESTCHESTER,01-M913-A ,57 KENSICO ROAD,THORNWOOD,10594    ,595700,MT. PLEASANT,11/30/2012,Food Service Establishment,Food Service Establishment,,NICKY'S PIZZA RESTAURANT INC., , ,754360,Inspection,,NY,41.123778,-73.779538
"2014 Empire BOULEVARD,  Webster",Bozza's Italian Cafe/Inactive,10/09/2008,None,,Not Critical Violation,0,0,0,Monroe County,MONROE,276723801 ,2014 Empire BOULEVARD,Webster,14580    ,276700,WEBSTER,,Food Service Establishment,Restaurant,,,,,675430,Re-Inspection,,NY,,
"241 WELCHER  AVENUE,  PEEKSKILL",ECQUA  AMERICAN DELI/Inactive,02/19/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,1,0,6,Westchester County,WESTCHESTER,01-J300-A ,241 WELCHER  AVENUE,PEEKSKILL,10566    ,590100,PEEKSKILL,09/30/2013,Food Service Establishment,Food Service Establishment,,ECQUA  AMERICAN DELI  LLC,DUQUE,ELVIA,511755,Inspection,,NY,41.271064,-73.929623
"257 BATTLE AVENUE,  WHITE PLAINS",CHOLULA'S DELI/Inactive,11/14/2012,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,1,1,4,Westchester County,WESTCHESTER,01-N494-A ,257 BATTLE AVENUE,WHITE PLAINS,10606    ,590203,WHITE PLAINS,04/30/2015,Food Service Establishment,Food Service Establishment,,CHOLULA'S DELI INC.,CHOLULA'S DELI INC., ,800757,Inspection,,NY,41.029633,-73.786729
"1157 KNOLLWOOD ROAD,  WHITE PLAINS",CHINA KING CHINESE RESTAURANT/Inactive,01/04/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,5,Westchester County,WESTCHESTER,01-M694-A ,1157 KNOLLWOOD ROAD,WHITE PLAINS,10603    ,595300,GREENBURGH,05/31/2014,Food Service Establishment,Food Service Establishment,,,CHEN,JIA MEI,733477,Inspection,,NY,41.071351,-73.799754
"224 EAST HARTSDALE AVENUE,  HARTSDALE",BAGELS AND MORE FROZEN DESSERT/Inactive,01/17/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,1,Westchester County,WESTCHESTER,01-H413-A ,224 EAST HARTSDALE AVENUE,HARTSDALE,10530    ,595300,GREENBURGH,06/30/2015,Food Service Establishment,Frozen Desserts,,,,,439502,Re-Inspection,,NY,41.014287,-73.796739
"849 1/2 BRONX RIVER ROAD,  BRONXVILLE",HO HO KITCHEN/Inactive,11/27/2012,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,11,Westchester County,WESTCHESTER,01-M489-A ,849 1/2 BRONX RIVER ROAD,BRONXVILLE,10708    ,590707,YONKERS,11/30/2014,Food Service Establishment,Food Service Establishment,,QIANG & LIN RESTAURANT INC.,QIANG CHO,YI,720934,Inspection,,NY,40.927137,-73.843315
"454 MAIN STREET,  MOUNT KISCO",NEW GREAT WALL/Inactive,12/03/2012,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,5,Westchester County,WESTCHESTER,01-H390-A ,454 MAIN STREET,MOUNT KISCO,10549    ,592000,MT. KISCO,05/31/2013,Food Service Establishment,Food Service Establishment,,,YANG,YONG,428245,Inspection,,NY,41.194988,-73.725196
"851 CENTRAL AVENUE,  SCARSDALE",RACANELLI'S NEW YORK ITALIAN/Inactive,11/29/2012,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,6,Westchester County,WESTCHESTER,01-3278-A ,851 CENTRAL AVENUE,SCARSDALE,10583    ,595300,GREENBURGH,06/30/2013,Food Service Establishment,Food Service Establishment,PIZZA & BREW,"SDB PIZZA RESTAURANT-SCARSDALE, INC.",, ,475193,Inspection,,NY,40.999693,-73.815562
"473 ASHFORD AVENUE,  ARDSLEY",RESTAURANT NISHI/Inactive,02/14/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-G505-A ,473 ASHFORD AVENUE,ARDSLEY,10502    ,592400,GREENBURGH,06/30/2015,Food Service Establishment,Food Service Establishment,RESTAURANT NISHI,RESTAURANT NISHI INC.,NISHIYAMA,MASAKAZA,481253,Re-Inspection,,NY,41.01187,-73.848379
"WESTLAKE DRIVE,  THORNWOOD",WESTLAKE H.S. / ARAMARK/Inactive,02/15/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,02-7112-A , WESTLAKE DRIVE,THORNWOOD,10594    ,595700,MT. PLEASANT,09/30/2015,Institutional Food Service,School K-12 Food Service,BUCHANAN-VRPLNK ES/ARAMARK,"ARAMARK EDUCATIONAL SERVICES, LLC",, ,468111,Inspection,,NY,41.114441,-73.763916
"64 WEST POST ROAD,  WHITE PLAINS",AIRES DE COLOMBIA/Inactive,12/06/2012,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-J974-A ,64 WEST POST ROAD,WHITE PLAINS,10606    ,590203,WHITE PLAINS,11/30/2015,Food Service Establishment,Food Service Establishment,,"LOS AIRES, INC.","LOS AIRES, INC.", ,535798,Inspection,,NY,41.024269,-73.773235
"PINESBRIDGE ROAD,  MARYKNOLL",MARYKNOLL SEMINARY/Inactive,01/30/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,3,Westchester County,WESTCHESTER,02-3046-A , PINESBRIDGE ROAD,MARYKNOLL,10545    ,596100,OSSINING,02/28/2016,Institutional Food Service,"Religious, Charitable, Fraternal Organization",MARYKNOLL SEMINARY,SODEXO MANAGEMENT INC,,,455476,Inspection,,NY,41.199039,-73.807788
"237 UNION AVENUE,  NEW ROCHELLE",PEKING RESTAURANT/Inactive,03/19/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,7,Westchester County,WESTCHESTER,01-K524-A ,237 UNION AVENUE,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,05/31/2014,Food Service Establishment,Food Service Establishment,,,LIN,QIU YING,583661,Inspection,,NY,40.909349,-73.795168
"18 DIVISION STREET,  NEW ROCHELLE",BARCELONA CAFE/Inactive,04/25/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-N942-B ,18 DIVISION STREET,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,02/28/2014,Food Service Establishment,Bakery,,BARCELONA CAFE INC., , ,840156,Inspection,,NY,,
"706 CENTRAL AVENUE,  SCARSDALE",CASA MAYA/Inactive,03/21/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,3,Westchester County,WESTCHESTER,01-G304-A ,706 CENTRAL AVENUE,SCARSDALE,10583    ,595300,GREENBURGH,07/31/2013,Food Service Establishment,Food Service Establishment,CASA MAYA,SDB CENTRAL CORPORATION,, ,437628,Re-Inspection,,NY,41.002121,-73.813979
"147 LARCHMONT AVENUE,  LARCHMONT",ESPANA/Inactive,03/19/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,1,0,6,Westchester County,WESTCHESTER,01-K683-A ,147 LARCHMONT AVENUE,LARCHMONT,10538    ,592900,MAMARONECK,10/31/2013,Food Service Establishment,Food Service Establishment,,147 LARCHMONT AVENUE RESTAURANT GROUP INC.,147 LARCHMONT AVENUE RESTAURAN, ,591546,Inspection,,NY,40.928566,-73.752556
"628 NORTH AVENUE,  NEW ROCHELLE",BLACKBOARD PIZZA SHOP/Inactive,04/01/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,7,Westchester County,WESTCHESTER,01-N313-A ,628 NORTH AVENUE,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,11/30/2014,Food Service Establishment,Food Service Establishment,,"BLACKBOARD PIZZA SHOP, LLC","BLACKBOARD PIZZA SHOP, LLC", ,789273,Re-Inspection,,NY,40.923085,-73.78787
"163 NORTH MAIN STREET,  PORT CHESTER",TANDORI TASTE OF INDIA PORT CHESTER/Inactive,03/18/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-F380-A ,163 NORTH MAIN STREET,PORT CHESTER,10573    ,590600,RYE,05/31/2015,Food Service Establishment,Food Service Establishment,TANDOORI,"TANDORI TASTE OF INDIA PORT CHESTER, INC.",TANDORI TASTE OF INDIA PORT CH, ,442765,Re-Inspection,,NY,41.003641,-73.660735
"1 RIVERVUE PLACE,  TUCKAHOE",THE FOUNTAINS AT RIVERVUE/Inactive,03/26/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-G999   ,1 RIVERVUE PLACE,TUCKAHOE,10707    ,592300,E. CHESTER,05/31/2016,Food Service Establishment,Food Service Establishment,FOUNTAINS @ RIVERVUE THE,"THE FOUNTAINS OPERATING COMPANY(NY), INC.",THE FOUNTAINS OPERATING COMPAN, ,443097,Inspection,,NY,40.95173,-73.82918
"16 DIVISION STREET,  NEW ROCHELLE",LEFT OF CENTRE/Inactive,03/29/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,9,Westchester County,WESTCHESTER,01-N454-A ,16 DIVISION STREET,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,03/31/2014,Food Service Establishment,Food Service Establishment,,HUNG MONKEY CORP.,HUNG MONKEY CORP., ,797537,Inspection,,NY,40.90856,-73.783177
"2900 WESTCHESTER AVENUE,  PURCHASE",GOLDEN APPLE CATERING SERVICE/Inactive,03/04/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,3,Westchester County,WESTCHESTER,01-H664-A ,2900 WESTCHESTER AVENUE,PURCHASE,10577    ,595400,HARRISON,12/31/2013,Food Service Establishment,Food Service Establishment,,"GOLDEN APPLE CATERING SERVICE, INC.",, ,468823,Inspection,,NY,41.010593,-73.699336
"248 WASHINGTON AVENUE,  NEW ROCHELLE",TAQUERIA SAN ANTONIO/Inactive,03/25/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-M841-A ,248 WASHINGTON AVENUE,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,09/30/2015,Food Service Establishment,Food Service Establishment,,TAQUERIA SAN ANTONIO INC.,TAQUERIA SAN ANTONIO INC., ,750817,Re-Inspection,,NY,40.910012,-73.796329
"1 OAK BLUFF AVENUE,  LARCHMONT",LARCHMONT SHORE CLUB - CASINO/Inactive,07/29/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,2,1,8,Westchester County,WESTCHESTER,01-N567-B ,1 OAK BLUFF AVENUE,LARCHMONT,10538    ,595600,MAMARONECK,06/30/2015,Food Service Establishment,Food Service Establishment,,"H AND D PLACE, INC.","H AND D PLACE, INC.", ,807543,Inspection,,NY,40.915849,-73.752176
"1 STATION PLAZA,  MAMARONECK",CLUB CAR/Inactive,09/12/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,6,Westchester County,WESTCHESTER,01-N426-A ,1 STATION PLAZA  ,MAMARONECK,10543    ,590901,RYE,02/29/2016,Food Service Establishment,Food Service Establishment,,MMK F & B INC.,MMK F & B INC., ,795490,Re-Inspection,,NY,,
"1581 CENTRAL PARK AVENUE,  YONKERS",J & J LUNCHEONETTE/Inactive,04/16/2014,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-N799-B ,1581 CENTRAL PARK AVENUE,YONKERS,10710    ,590707,YONKERS,01/31/2016,Food Service Establishment,Food Service Establishment,,,ANTONIO,ANA,825806,Inspection,,NY,,
"1 HUDSON PARK ROAD,  NEW ROCHELLE",SNACK SHACK @ HUDSON PARK/Inactive,08/01/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,1,1,8,Westchester County,WESTCHESTER,01-N112-B ,1 HUDSON PARK ROAD,NEW ROCHELLE,10805    ,590400,NEW ROCHELLE,05/31/2014,Food Service Establishment,Food Service Establishment,,TILTED KILT LLC,TILTED KILT LLC, ,770911,Inspection,,NY,40.90596,-73.773736
"55 EAST MAIN STREET,  NEW ROCHELLE",GOLDEN ROD RESTAURANT/Inactive,10/22/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,13,Westchester County,WESTCHESTER,01-G691   ,55 EAST MAIN STREET,NEW ROCHELLE,10801    ,590400,NEW ROCHELLE,08/31/2015,Food Service Establishment,Food Service Establishment,GOLDEN ROD RESTAURANT,GOLDEN ROD RESTAURANT CORP.,GOLDEN ROD RESTAURANT CORP., ,443371,Inspection,,NY,40.919191,-73.766611
"263 CENTRAL AVENUE,  HARTSDALE",TWINS DELI & GRILL/Inactive,10/30/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,6,Westchester County,WESTCHESTER,01-N110-A ,263 CENTRAL AVENUE,HARTSDALE,10530    ,595300,GREENBURGH,05/31/2015,Food Service Establishment,Food Service Establishment,,MIMI DELI CORPORATION,MESA,CARMEN,771751,Inspection,,NY,,
"212 HARRISON AVENUE,  HARRISON",SOFIA'S PIZZA/Inactive,10/29/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-6805-A ,212 HARRISON AVENUE,HARRISON,10528    ,595400,HARRISON,05/31/2016,Food Service Establishment,Food Service Establishment,,212 PIZZERIA CORP.,212 PIZZERIA CORP., ,473950,Inspection,,NY,40.967426,-73.712556
"3 XAVIER DRIVE,  YONKERS",PIZZA MANIA @ CC Shopping Center/Inactive,10/29/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,1,1,11,Westchester County,WESTCHESTER,01-C317-A ,3 XAVIER DRIVE,YONKERS,10704    ,590707,YONKERS,01/31/2015,Food Service Establishment,Food Service Establishment,PIZZA MANIA,CROSS COUNTY PIZZA CORPORATION,ELIA,HEZI,455714,Inspection,,NY,40.924766,-73.853224
"186 CORTLANDT STREET,  SLEEPY HOLLOW",OH MEE KITCHEN/Inactive,11/26/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,4,Westchester County,WESTCHESTER,01-C273-A ,186 CORTLANDT STREET,SLEEPY HOLLOW,10591    ,593200,MT. PLEASANT,10/31/2016,Food Service Establishment,Food Service Establishment,,,SONG,YE,459715,Re-Inspection,,NY,41.083691,-73.862727
"2 WEAVER STREET,  SCARSDALE",MASSA'/Inactive,10/25/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,5,Westchester County,WESTCHESTER,01-M934-A ,2 WEAVER STREET,SCARSDALE,10583    ,594701,SCARSDALE,12/31/2013,Food Service Establishment,Food Service Establishment,,APULIA II LLC,APULIA II LLC, ,754414,Inspection,,NY,40.97858,-73.77692
"117 GRAMATAN AVENUE,  MOUNT VERNON",PADAMINAS CAFE & PIZZERIA/Inactive,10/25/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,8,Westchester County,WESTCHESTER,01-J341-A ,117 GRAMATAN AVENUE,MOUNT VERNON,10550    ,590301,MT. VERNON,05/31/2015,Food Service Establishment,Food Service Establishment,,"PADAMINAS CAFE PIZZERIA, INC.","PADAMINAS CAFE PIZZERIA, INC.", ,510196,Inspection,,NY,40.914541,-73.837281
"27 MAMARONECK AVENUE,  WHITE PLAINS",APPLEBEE'S NEIGHBORHOOD GRILL & BAR/Inactive,11/19/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,2,Westchester County,WESTCHESTER,01-J001-A ,27 MAMARONECK AVENUE,WHITE PLAINS,10601    ,590203,WHITE PLAINS,11/30/2014,Food Service Establishment,Food Service Establishment,,WHITE PLAINS APPLE LLC,WHITE PLAINS APPLE LLC, ,499359,Inspection,,NY,41.031696,-73.766206
"630 WASHINGTON STREET,  PEEKSKILL",SABOR AMBATENO BAKERY/Inactive,10/10/2013,10B,"Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish)",Not Critical Violation,0,0,3,Westchester County,WESTCHESTER,01-P070-A ,630 WASHINGTON STREET,PEEKSKILL,10566    ,590100,PEEKSKILL,09/30/2015,Food Service Establishment,Food Service Establishment,,"SABOR AMBATENO BAKERY II, INC.",FERNANDEZ,FREDDY,850841,Inspection,,NY,,
