FACILITY,ADDRESS,LAST INSPECTED,VIOLATIONS,TOTAL # CRITICAL VIOLATIONS,TOTAL #CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,DESCRIPTION, LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,NYSDOH GAZETTEER (1980),MUNICIPALITY,OPERATION NAME,PERMIT EXPIRATION DATE,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FOOD SERVICE FACILITY STATE,Location1
SAND CASTLE CATERING                ,"519 FRANKLIN  AVENUE,  FRANKLIN SQUARE",07/16/2015,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 14C-   Pesticide application not supervised by a certified applicator; Item 15C-   Premises littered, unnecessary equipment and article present, living quarters no completely separated for food service operations, live animals, birds and pets not excluded; ",1,0,5,Food Service Establishment - Restaurant,Nassau  County,NASSAU,519 FRANKLIN  AVENUE,FRANKLIN SQUARE,11010    ,295015,HEMPSTEAD,SAND CASTLE CATERING,01/31/2017,SAND CASTLE CATERING,SAND CASTLE CATERERS INC,,,577610,Inspection,,NY,"(40.693893, -73.68308)"
Rusty Wheel Inc.                    ,"32 Willow Street,  Massena",07/16/2015,"Item  2C-  Critical Violation [RED] Cooked or prepared foods are subject to cross-contamination from raw foods.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8D-   Single service items reused, improperly stored, dispensed, not used when required; Item  9B-   Tobacco is used; eating, drinking in food preparation, dishwashing food storage areas; Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15C-   Premises littered, unnecessary equipment and article present, living quarters no completely separated for food service operations, live animals, birds and pets not excluded; ",2,0,16,Food Service Establishment - Restaurant,Canton District Office,ST LAWRENCE, 32 Willow Street  ,Massena,13662    ,440200,MASSENA,Rusty Wheel Inc. ,10/31/2016,,Rusty Wheel Inc .,McGregor,Gary,559690,Inspection,,NY,"(44.936184, -74.882991)"
LOCHMOR GOLF WORKS                  ,"586 Loch Sheldrake-Hurleyville ROAD,  Hurleyville",07/20/2015,"Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,3,Food Service Establishment - Food Service Establishment,Monticello District Office,SULLIVAN,586 Loch Sheldrake-Hurleyville ROAD,Hurleyville,12759    ,525400,FALLSBURG,LOCHMOR GOLF WORKS,11/01/2016,,Tod-Ry-Son Sports Inc.,Sonnenschein,Glenn,347544,Inspection,"Food product thermometer, food handlers' gloves present. Cold hold -Bain Marie - American cheese slice 40F. Black reach-in cooler, tomato slice 39F. Floor under food prep sink repaired since pre-op.",NY,"(41.784572, -74.652864)"
Bellevue Elementary School          ,"530 STOLP AVENUE,  SYRACUSE",07/20/2015,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Satellite Feeding Site,Onondaga County,ONONDAGA,530 STOLP AVENUE,SYRACUSE,13207    ,330000,ONONDAGA COUNTY,Bellevue Elementary School,07/31/2015,,Syracuse City School District,Marchbanks,Annette,466741,Inspection,,NY,"(43.030202, -76.172556)"
SKY LAKE CAMP  - EAST               ,"501 WILLIAM LAW ROAD,  WINDSOR",07/21/2015,No violations found.,0,0,0,Institutional Food Service - Children's Camp Food Service,Broome County,BROOME,501 WILLIAM LAW ROAD,WINDSOR,13865    ,036100,SANFORD,SKY LAKE CAMP - EAST SHORE FOOD SERVICE,08/14/2015,,,,,257345,Inspection,,NY,"(42.081146, -75.548723)"
REDFIELD SQUARE HOTEL               ,"4907 COUNTY ROUTE 17,  REDFIELD",07/21/2015,"Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; ",0,0,1,Food Service Establishment - Restaurant,Oswego County,OSWEGO, 4907 COUNTY ROUTE 17  ,REDFIELD,13437    ,376300,REDFIELD,REDFIELD SQUARE HOTEL,07/31/2016,REDFIELD SQUARE HOTEL,LINDA DOWLEARN,DOWLEARN,LINDA,296355,Inspection,,NY,"(43.53467, -75.82188)"
JIMBO'S CLUB AT THE POINT           ,"7201 STATE ROUTE 8,  BRANT LAKE",07/20/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,4,Food Service Establishment - Restaurant,Glens Falls District Office,WARREN,7201 STATE ROUTE 8  ,BRANT LAKE,12815    ,565400,HORICON,Jimbo's Club at the Point Food Service,09/30/2018,,,,,472854,Inspection,Seal any raw wood shelves and paint chipping floors by next season.,NY,"(43.700065, -73.7137)"
NASSAU CO DSS SUMMER FOOD SERVICE   ,"60 CHARLES LINDBERGH  BOULEVARD,  UNIONDALE",07/16/2015,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Satellite Feeding Site,Nassau  County,NASSAU,60 CHARLES LINDBERGH  BOULEVARD,UNIONDALE,11553    ,295048,HEMPSTEAD,Naomi Temple AME Zion Ch,,,,,,665286,Inspection,,NY,"(40.723795, -73.603687)"
NASSAU CO DSS SUMMER FOOD SERVICE   ,"60 CHARLES LINDBERGH  BOULEVARD,  UNIONDALE",07/13/2015,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Satellite Feeding Site,Nassau  County,NASSAU,60 CHARLES LINDBERGH  BOULEVARD,UNIONDALE,11553    ,295048,HEMPSTEAD,Circulo de la Hispanidad,,,,,,665244,Inspection,,NY,"(40.723795, -73.603687)"
REISS FOUNDATION                    ,"41 DAISY WAY & 92 JULIAN WAY,  LAKE PLACID",07/27/2015,"Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 11D-   Non food contact surfaces of equipment not clean; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,4,SED Summer Feeding Prog. - SED Food Preparation Site,Saranac Lake District Office,ESSEX, 41 DAISY WAY & 92 JULIAN WAY  ,LAKE PLACID,12946    ,156000,NO. ELBA,ST. IGNATIUS SCHOOL/CAMP MONSERRATE,08/08/2015,,ST. IGNATIUS SCHOOL,LaClair,Alicia,662999,Inspection,Stem probe thermometer present during inspection. Proper cooling methods appear to be followed. Unclear whether walls and floors within cafeteria have been painted and resealed.,NY,"(44.298607, -74.004563)"
RED BARN                            ,"18 KELSEY ROAD,  DEPOSIT",08/19/2015,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Broome County,BROOME,18 KELSEY ROAD,DEPOSIT,13754    ,036100,SANFORD,RED BARN,10/31/2015,,,DADDIS,E. DUANE,256448,Inspection,,NY,"(42.007126, -75.473163)"
MAYIN TOHAR                         ,"605 Budd  ROAD,  Woodbourne",07/23/2015,"Item  5B-  Critical Violation [RED] Potentially hazardous foods are not cooled by an approved method where the food temperature can be reduced from 120oF to 70oF or less within two hours and 70oF to 45oF within four hours.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 14A-   Insects, rodents present; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",1,0,5,SED Summer Feeding Prog. - SED Self Preparation Feeding Site,Monticello District Office,SULLIVAN,605 Budd  ROAD,Woodbourne,12788    ,525400,FALLSBURG,Mayin Tohar - Food Service,08/28/2015,,,,,345792,Inspection,,NY,"(41.781755, -74.553334)"
SHIP (THE)                          ,"22 JAMES STREET,  ALEXANDRIA BAY",07/28/2015,"Item  2C-  Critical Violation [RED] Cooked or prepared foods are subject to cross-contamination from raw foods.; Item  7A-  Critical Violation [RED] All poultry, poultry stuffings, stuffed meats and stuffings containing meat are not heated to 165oF or above.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8F-   Improper thawing procedures used; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 13A-   Adequate, leakproof, non-absorbent, vermin-proof, covered containers not provided where needed; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin; ",2,0,6,Food Service Establishment - Restaurant,Watertown District Office,JEFFERSON,22 JAMES STREET  ,ALEXANDRIA BAY,13607    ,222100,ALEXANDRIA,THE SHIP,10/31/2016,,"OLD HOMESTEAD PROPERTIES, INC.",Taylor,Alan,864096,Inspection,hamburger 170F. all refrigeration temperatures tested acceptable.,NY,"(44.337346, -75.918417)"
TICONDEROGA ELEM-MIDDLE SCHOOL      ,"ALEXANDRIA AVENUE,  TICONDEROGA",07/29/2015,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Food Preparation Site,Saranac Lake District Office,ESSEX, ALEXANDRIA AVENUE,TICONDEROGA,12883    ,156400,TICONDEROGA,TICONDEROGA ELEMENTARY SCHOOL FEEDING SITE,08/12/2016,,Essex County Youth Bureau,Mascarenas,Michael,360791,Inspection,Walk in cooler 41 degrees F with milk temped at 40 degrees F. Spaghetti sauce temped at 159 degrees F.,NY,"(43.83645, -73.42359)"
HIGH FALLS CAFE                     ,"12 STONE DOCK ROAD,  HIGH FALLS",07/16/2015,"Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 11D-   Non food contact surfaces of equipment not clean; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15C-   Premises littered, unnecessary equipment and article present, living quarters no completely separated for food service operations, live animals, birds and pets not excluded; ",0,0,7,Food Service Establishment - Food Service Establishment,Ulster County,ULSTER,12 STONE DOCK ROAD,HIGH FALLS,12440    ,555700,MARBLETOWN,HIGH FALLS CAFE,02/28/2017,,"B & B GRIBBON, INC.",GRIBBON,BRIAN ,798572,Inspection,,NY,"(41.816715, -74.150054)"
BARTON ORCHARDS                     ,"COUNTY ROUTE 7,  POUGHQUAG",07/29/2015,No violations found.,0,0,0,Food Service Establishment - Restaurant,Dutchess County,DUTCHESS, COUNTY ROUTE 7  ,POUGHQUAG,12570    ,135100,BEEKMAN,BARTON ORCHARDS,09/30/2016,,BARTON ENTERTAINMENT CO LLC,BARTON,PETER,273770,Inspection,,NY,"(41.611049, -73.680323)"
NOBLEWOOD PARK & NATURE PRESERVE    ,"108 NOBLEWOOD LANE,  WILLSBORO",07/28/2015,"Item  2E-  Critical Violation [RED] Accurate thermometers not available or used to evaluate potentially hazardous food temperatures during cooking, cooling, reheating and holding.; ",1,0,0,SED Summer Feeding Prog. - SED Self Preparation Feeding Site,Saranac Lake District Office,ESSEX,108 NOBLEWOOD LANE,WILLSBORO,12996    ,156600,WILLSBORO,NOBLEWOOD SUMMER FEEDING SITE,08/07/2015,,Essex County Youth Bureau,Mascarenas,Michael,548179,Inspection,,NY,"(44.353282, -73.362677)"
McDONALD'S - ELMIRA #1492           ,"410 NORTH MAIN STREET,  ELMIRA",07/31/2015,No violations found.,0,0,0,Food Service Establishment - Restaurant,Chemung County,CHEMUNG,410 NORTH MAIN STREET,ELMIRA,14901    ,070101,ELMIRA,McDONALD'S #1492,03/15/2017,,"CAYUGA N. MAIN, LLC",FEEHAN,COURTNEY,862180,Re-Inspection,"Violation 12c corrected from previous inspection. Freezer door has new seals, et cetera installed. Ice build-up in freezer noted on previous inspection has been greatly reduced. Discussed with operator watching for any ice build-up in the future and protecting food from ice as it is considered waste water. No other items evaluated at time of inspection.",NY,"(42.092352, -76.809501)"
SARATOGA FLAT TRACK CENTERPLATE     ,"267 UNION AVENUE,  SARATOGA SPRINGS",07/31/2015,No violations found.,0,0,0,Food Service Establishment - Restaurant,Glens Falls District Office,SARATOGA,267 UNION AVENUE,SARATOGA SPRINGS,12866    ,450100,SARATOGA SPGS.,QS A-11 (PANNINI STAND),09/07/2015,,,,,336871,Inspection,,NY,"(43.074055, -73.764412)"
COMPLETE SENIOR CARE                ,"1302 MAIN STREET,  NIAGARA FALLS",07/29/2015,No violations found.,0,0,0,Institutional Food Service - Adult Feeding (Non-SOFA),Niagara County,NIAGARA,1302 MAIN STREET,NIAGARA FALLS,14301    ,310200,NIAGARA FALLS,COMPLETE SENIOR CARE ,08/31/2016,,COMPLETE SENIOR CARE,MC AULIFFE,VIRGINIA,774943,Inspection,,NY,"(43.101017, -79.052584)"
WESTGATE FAMILY RESTAURANT          ,"1577 HOWARD ROAD,  ROCHESTER",09/03/2015,"Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,1,Food Service Establishment - Restaurant,Monroe County,MONROE,1577 HOWARD ROAD,ROCHESTER,14624    ,270104,ROCHESTER,WESTGATE FAMILY RESTAURANT,12/31/2016,,,,,667766,Re-Inspection,,NY,"(43.131748, -77.690609)"
PAPA LEO'S PIZZERIA                 ,"2265 NIAGARA FALLS BOULEVARD,  NIAGARA FALLS",07/30/2015,"Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,4,Food Service Establishment - Restaurant,Niagara County,NIAGARA,2265 NIAGARA FALLS BOULEVARD,NIAGARA FALLS,14304    ,316000,WHEATFIELD,PAPA LEO'S PIZZERIA,08/31/2016,,,"GREENMAN, JR.",PARKER,286453,Inspection,"10A--Cutting board of flip top cooler in kitchen has deep grooves and shows discoloration.
10B--Ice/Frost build-up on walls, shelves of upright freezers in basement.
14B--Open fly glue strip found above 3 bay sink/refrigerator area. Removed. (Corrected)
15A--Grease on floor beneath deep fryers. 
",NY,"(43.099486, -78.929403)"
PIPING ROCK CLUB SNACK BAR          ,"150 PIPING ROCK  ROAD,  LOCUST VALLEY",07/29/2015,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.; ",0,0,2,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,150 PIPING ROCK  ROAD,LOCUST VALLEY,11560    ,295208,OYSTER BAY,PIPING ROCK CLUB SNACK BAR,06/30/2016,PIPING ROCK CLUB SNACK BAR,PIPING ROCK CLUB,,,577408,Inspection,,NY,"(40.859097, -73.591687)"
