Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
17330,CONNECTICUT BELAIR POOL SNACK BAR,3901 FERRARA DR.,,WHEATON,20906,05/21/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"CONNECTICUT BELAIR CLUB, INC.",Snack Bar,Food,39.0513,-77.076,"(39.0513, -77.076)"
27810,NMS HEALTHCARE OF SILVER SPRING INC,4011 RANDOLPH RD,,SILVER SPRING,20902,05/29/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,In Compliance,Comprehensive,NMS HEALTHCARE OF SILVER SPRING,Nursing Home,Food,39.0579,-77.0798,"(39.0579, -77.0798)"
24413,4 CORNERS PUB,10111 SUTHERLAND RD,,SILVER SPRING,20901,12/02/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HOSS & DOG LLC,Restaurant,Food,39.0211,-77.0129,"(39.0211, -77.0129)"
18250,7-ELEVEN #23696,650 UNIVERSITY BLVD E,,SILVER SPRING,20901,03/10/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,YOHANA INC,Market,Food,39.0002,-76.9949,"(39.0002, -76.9949)"
1995,PORTUGUESE CLUB RESTAURANT,12210 VEIRS MILL RD.,,WHEATON,20906,06/09/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"PORTUGUESE CLUB RESTAURANT, INC.",Restaurant,Food,39.0563,-77.0839,"(39.0563, -77.0839)"
20758,HOLIDAY PARK SENIORS DINING ROOM,3950 FERRARA DR.,,WHEATON,20906,03/20/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MONTG. CO. DEPT. OF RECREATION,Restaurant,Food,39.0512,-77.0776,"(39.0512, -77.0776)"
2049,RANDOLPH PHARMACY,4301 RANDOLPH RD.,,SILVER SPRING,20906,09/23/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,DISCOUNT DRUGS OF WISCONSIN INC.,Market,Food,39.056,-77.0837,"(39.056, -77.0837)"
18984,SARGENT SHRIVER ELEM. SCHOOL,12518 GREENLY DR.,,SILVER SPRING,20906,04/15/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0618,-77.0797,"(39.0618, -77.0797)"
22470,CHIPOTLE MEXICAN GRILL #1608,10135 COLESVILLE RD.,,SILVER SPRING,20901,02/17/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,CHIPOTLE MEXICAN GRILL,Restaurant,Food,39.0209,-77.0119,"(39.0209, -77.0119)"
27917,PERUVIAN COUNTRY CHICKEN,10118 COLESVILLE RD,,SILVER SPRING,20901,08/27/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,PERUVIAN COUNTY CHICKEN LLC,Restaurant,Food,39.0209,-77.0126,"(39.0209, -77.0126)"
27810,NMS HEALTHCARE OF SILVER SPRING INC,4011 RANDOLPH RD,,SILVER SPRING,20902,07/23/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,NMS HEALTHCARE OF SILVER SPRING,Nursing Home,Food,39.0579,-77.0798,"(39.0579, -77.0798)"
18399,LA FRONTERA 2,4217 RANDOLPH RD.,,SILVER SPRING,20906,01/13/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"LA FRONTERA, INC.",Restaurant,Food,39.0572,-77.0817,"(39.0572, -77.0817)"
11586,BURGER KING #13488,12265 VEIRS MILL RD.,,SILVER SPRING,20906,09/21/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,POTOMAC FOODS COMPANY,Restaurant,Food,39.0577,-77.0847,"(39.0577, -77.0847)"
2219,SANTUCCI DELICATESSEN,10107 COLESVILLE RD.,,SILVER SPRING,20901,09/16/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SANFA, INC.",Restaurant,Food,39.0203,-77.0118,"(39.0203, -77.0118)"
2575,VEIRS MILL ELEMENTARY,11711 JOSEPH MILL RD.,,SILVER SPRING,20906,05/26/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0489,-77.0852,"(39.0489, -77.0852)"
681,CVS/PHARMACY #1468,10141 COLESVILLE RD.,,SILVER SPRING,20901,12/08/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MARYLAND CVS PHARMACY, LLC.",,Food,39.021,-77.0119,"(39.021, -77.0119)"
23103,SUBWAY #22201,10121 COLESVILLE RD.,,SILVER SPRING,20901,07/10/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,AJ & AJ CORP.,Restaurant,Food,39.0206,-77.0118,"(39.0206, -77.0118)"
18399,LA FRONTERA 2,4217 RANDOLPH RD.,,SILVER SPRING,20906,08/12/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LA FRONTERA, INC.",Restaurant,Food,39.0572,-77.0817,"(39.0572, -77.0817)"
26571,"EL GAUCHO MEATS & FISH, INC",4301 RANDOLPH RD,,SILVER SPRING,20906,02/05/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,RAMON ALEGRE,Market,Food,39.056,-77.0836,"(39.056, -77.0836)"
2699,WOODMOOR SUPERMARKET,10129 COLESVILLE RD.,,SILVER SPRING,20901,12/08/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JAMES S. CHOI,Market,Food,39.0208,-77.0119,"(39.0208, -77.0119)"
24095,SWEET FROG,100 Lexington Dr,,SILVER SPRING,20901,02/12/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,SWEETFROG ENTERPRISES LLC,Restaurant,Food,39.0197,-77.011,"(39.0197, -77.011)"
11586,BURGER KING #13488,12265 VEIRS MILL RD.,,SILVER SPRING,20906,01/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,POTOMAC FOODS COMPANY,Restaurant,Food,39.0577,-77.0847,"(39.0577, -77.0847)"
29092,RITE AID,8701 GEORGIA AVE,,SILVER SPRING,20910,03/10/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Plans Approved,RITE AID OF MARYLAND INC,Restaurant,Food,,,
18984,SARGENT SHRIVER ELEM. SCHOOL,12518 GREENLY DR.,,SILVER SPRING,20906,12/18/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MONTGOMERY COUNTY PUBLIC SCHOOLS,Public School- Elementary,Food,39.0618,-77.0797,"(39.0618, -77.0797)"
29360,SN BEER & WINE,12801 WISTERIA DR,STE C,GERMANTOWN,20874,03/14/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,SONG SUON,Market,Food,39.1761,-77.2687,"(39.1761, -77.2687)"
20589,SARDIS POLLO A LA BRASA,430 N. FREDERICK AVE.,,GAITHERSBURG,20877,03/14/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,SARDIS CHICKEN II INC.,Restaurant,Food,39.1469,-77.2063,"(39.1469, -77.2063)"
29224,CHIPOTLE MEXICAN GRILL,10161 NEW HAMPSHIRE AVE,,SILVER SPRING,20903,03/14/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,"CHIPOTLE MEXICAN GRILL OF COLORADO, LLC",Restaurant,Food,,,
11560,MCDONALD'S - UNIVERSITY BLVD,106 WEST UNIVERSITY BLVD.,,SILVER SPRING,20901,10/14/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"GME FOUR CORNERS, LLC",Restaurant,Food,39.0206,-77.0139,"(39.0206, -77.0139)"
23103,SUBWAY #22201,10121 COLESVILLE RD.,,SILVER SPRING,20901,04/09/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,AJ & AJ CORP.,Restaurant,Food,39.0206,-77.0118,"(39.0206, -77.0118)"
2698,WOODMOOR PASTRY SHOPPE,10127 COLESVILLE RD.,,SILVER SPRING,20901,11/13/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"SHIRL-LEE PASTRY SHOP, INC./JOANNA M. GRAY",,Food,39.0208,-77.0118,"(39.0208, -77.0118)"
1396,KOREAN KORNER,12207 VEIRS MILL RD.,,WHEATON,20906,02/29/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"YOUNG NAM, KOREAN KORNER",Market,Food,39.0573,-77.0823,"(39.0573, -77.0823)"
38,7-ELEVEN #25667,2 UNIVERSITY BLVD W,,SILVER SPRING,20901,11/06/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"VMP, INC./7-ELEVEN #25667-2541",Market,Food,39.0202,-77.0133,"(39.0202, -77.0133)"
17232,COLONIAL SHELL,4101 RANDOLPH RD.,,WHEATON,20902,01/07/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"AE & MK, INC.",,Food,39.0575,-77.0805,"(39.0575, -77.0805)"
2699,WOODMOOR SUPERMARKET,10129 COLESVILLE RD.,,SILVER SPRING,20901,05/06/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JAMES S. CHOI,Market,Food,39.0208,-77.0119,"(39.0208, -77.0119)"
19335,MOM'S PANTRY,12613 WISTERIA DRIVE,,GERMANTOWN,20874,03/10/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,ABNER ESH,,Food,39.1709,-77.2626,"(39.1709, -77.2626)"
1396,KOREAN KORNER,12207 VEIRS MILL RD.,,WHEATON,20906,11/18/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"YOUNG NAM, KOREAN KORNER",Market,Food,39.0573,-77.0823,"(39.0573, -77.0823)"
22470,CHIPOTLE MEXICAN GRILL #1608,10135 COLESVILLE RD.,,SILVER SPRING,20901,02/10/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,CHIPOTLE MEXICAN GRILL,Restaurant,Food,39.0209,-77.0119,"(39.0209, -77.0119)"
28806,SAFEWAY #4817,116 UNIVERSITY BLVD W.,,SILVER SPRING,20901,02/23/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Change of Ownership - Environmental,NAI SATURN EASTERN LLC,Market,Food,39.0207,-77.0152,"(39.0207, -77.0152)"
2049,RANDOLPH PHARMACY,4301 RANDOLPH RD.,,SILVER SPRING,20906,10/30/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,DISCOUNT DRUGS OF WISCONSIN INC.,Market,Food,39.056,-77.0837,"(39.056, -77.0837)"
28893,KING POLLO,12203 VEIRS MILL RD,,SILVER SPRING,20906,11/04/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,KP STONEYMILL INC / DAESUNG JI,Restaurant,Food,39.057,-77.0821,"(39.057, -77.0821)"
29135,MCDONALD'S #21133,12135 VEIRS MILL RD,,SILVER SPRING,20910,02/08/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Complaint Invest w/Comprehensive,MTB ENTERPRISES LLC,Restaurant,Food,39.0562,-77.0818,"(39.0562, -77.0818)"
20540,PUPUSERIA EL COMALITO,1167-C UNIVERSITY BLVD,,TAKOMA PARK,20783,03/10/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,HUEZOS MANAGEMENT GROUP,,Food,38.9887,-76.9894,"(38.9887, -76.9894)"
2699,WOODMOOR SUPERMARKET,10129 COLESVILLE RD.,,SILVER SPRING,20901,11/20/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JAMES S. CHOI,Market,Food,39.0208,-77.0119,"(39.0208, -77.0119)"
1316,CRYSTAL ROCK EXXON,19815 GERMANTOWN ROAD,,GERMANTOWN,20874,03/14/2016,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"GTOWN, INC",Market,Food,39.1811,-77.2619,"(39.1811, -77.2619)"
11235,POLLO DORADO,12218 VEIRS MILL RD.,,SILVER SPRING,20906,03/01/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,PALMERAS FOOD CORP.,Restaurant,Food,39.0564,-77.0841,"(39.0564, -77.0841)"
